Število naseljenih stanovanj po številu sob in številu oseb, obèine, Slovenija, veèletno;;;
;;;
OBÈINE;ŠTEVILO SOB;ŠTEVILO OSEB;2015
Prevalje;1 soba;3 osebe;30
Prevalje;1 soba;4 osebe;20
Prevalje;1 soba;5 oseb;8
Prevalje;1 soba;6 oseb;1
Prevalje;1 soba;7 oseb ali veè;1
Prevalje;2 sobi;Število oseb -SKUPAJ;444
Prevalje;2 sobi;1 oseba;114
Prevalje;2 sobi;2 osebi;141
Prevalje;2 sobi;3 osebe;85
Prevalje;2 sobi;4 osebe;61
Prevalje;2 sobi;5 oseb;15
Prevalje;2 sobi;6 oseb;14
Prevalje;2 sobi;7 oseb ali veè;14
Prevalje;3 sobe;Število oseb -SKUPAJ;387
Prevalje;3 sobe;1 oseba;52
Prevalje;3 sobe;2 osebi;110
Prevalje;3 sobe;3 osebe;100
Prevalje;3 sobe;4 osebe;59
Prevalje;3 sobe;5 oseb;29
Prevalje;3 sobe;6 oseb;14
Prevalje;3 sobe;7 oseb ali veè;23
Prevalje;4 sobe;Število oseb -SKUPAJ;348
Prevalje;4 sobe;1 oseba;38
Prevalje;4 sobe;2 osebi;79
Prevalje;4 sobe;3 osebe;82
Prevalje;4 sobe;4 osebe;72
Prevalje;4 sobe;5 oseb;36
Prevalje;4 sobe;6 oseb;23
Prevalje;4 sobe;7 oseb ali veè;18
Prevalje;5 sob ali veè;Število oseb -SKUPAJ;565
Prevalje;5 sob ali veè;1 oseba;42
Prevalje;5 sob ali veè;2 osebi;65
Prevalje;5 sob ali veè;3 osebe;104
Prevalje;5 sob ali veè;4 osebe;137
Prevalje;5 sob ali veè;5 oseb;79
Prevalje;5 sob ali veè;6 oseb;75
Prevalje;5 sob ali veè;7 oseb ali veè;63
Ptuj;Število sob - SKUPAJ;Število oseb -SKUPAJ;8169
Ptuj;Število sob - SKUPAJ;1 oseba;2049
Ptuj;Število sob - SKUPAJ;2 osebi;2141
Ptuj;Število sob - SKUPAJ;3 osebe;1669
Ptuj;Število sob - SKUPAJ;4 osebe;1297
Ptuj;Število sob - SKUPAJ;5 oseb;539
Ptuj;Število sob - SKUPAJ;6 oseb;301
Ptuj;Število sob - SKUPAJ;7 oseb ali veè;173
Ptuj;1 soba;Število oseb -SKUPAJ;925
Ptuj;1 soba;1 oseba;585
Ptuj;1 soba;2 osebi;186
Ptuj;1 soba;3 osebe;85
Ptuj;1 soba;4 osebe;44
Ptuj;1 soba;5 oseb;14
Ptuj;1 soba;6 oseb;7
Ptuj;1 soba;7 oseb ali veè;4
Ptuj;2 sobi;Število oseb -SKUPAJ;1974
Ptuj;2 sobi;1 oseba;663
Ptuj;2 sobi;2 osebi;667
Ptuj;2 sobi;3 osebe;336
Ptuj;2 sobi;4 osebe;204
Ptuj;2 sobi;5 oseb;58
Ptuj;2 sobi;6 oseb;27
Ptuj;2 sobi;7 oseb ali veè;19
Ptuj;3 sobe;Število oseb -SKUPAJ;2318
Ptuj;3 sobe;1 oseba;464
Ptuj;3 sobe;2 osebi;665
Ptuj;3 sobe;3 osebe;573
Ptuj;3 sobe;4 osebe;384
Ptuj;3 sobe;5 oseb;130
Ptuj;3 sobe;6 oseb;63
Ptuj;3 sobe;7 oseb ali veè;39
Ptuj;4 sobe;Število oseb -SKUPAJ;1596
Ptuj;4 sobe;1 oseba;213
Ptuj;4 sobe;2 osebi;377
Ptuj;4 sobe;3 osebe;397
Ptuj;4 sobe;4 osebe;360
Ptuj;4 sobe;5 oseb;144
Ptuj;4 sobe;6 oseb;73
Ptuj;4 sobe;7 oseb ali veè;32
Ptuj;5 sob ali veè;Število oseb -SKUPAJ;1356
Ptuj;5 sob ali veè;1 oseba;124
Ptuj;5 sob ali veè;2 osebi;246
Ptuj;5 sob ali veè;3 osebe;278
Ptuj;5 sob ali veè;4 osebe;305
Ptuj;5 sob ali veè;5 oseb;193
Ptuj;5 sob ali veè;6 oseb;131
Ptuj;5 sob ali veè;7 oseb ali veè;79
Puconci;Število sob - SKUPAJ;Število oseb -SKUPAJ;1847
Puconci;Število sob - SKUPAJ;1 oseba;363
Puconci;Število sob - SKUPAJ;2 osebi;375
Puconci;Število sob - SKUPAJ;3 osebe;352
Puconci;Število sob - SKUPAJ;4 osebe;351
Puconci;Število sob - SKUPAJ;5 oseb;201
Puconci;Število sob - SKUPAJ;6 oseb;120
Puconci;Število sob - SKUPAJ;7 oseb ali veè;85
Puconci;1 soba;Število oseb -SKUPAJ;85
Puconci;1 soba;1 oseba;41
Puconci;1 soba;2 osebi;15
Puconci;1 soba;3 osebe;11
Puconci;1 soba;4 osebe;6
Puconci;1 soba;5 oseb;5
Puconci;1 soba;6 oseb;3
Puconci;1 soba;7 oseb ali veè;4
Puconci;2 sobi;Število oseb -SKUPAJ;359
Puconci;2 sobi;1 oseba;144
Puconci;2 sobi;2 osebi;82
Puconci;2 sobi;3 osebe;53
Puconci;2 sobi;4 osebe;42
Puconci;2 sobi;5 oseb;20
Puconci;2 sobi;6 oseb;9
Puconci;2 sobi;7 oseb ali veè;9
Puconci;3 sobe;Število oseb -SKUPAJ;542
Puconci;3 sobe;1 oseba;98
Puconci;3 sobe;2 osebi;132
Puconci;3 sobe;3 osebe;121
Puconci;3 sobe;4 osebe;104
Puconci;3 sobe;5 oseb;44
Puconci;3 sobe;6 oseb;23
Puconci;3 sobe;7 oseb ali veè;20
Puconci;4 sobe;Število oseb -SKUPAJ;411
Puconci;4 sobe;1 oseba;47
Puconci;4 sobe;2 osebi;79
Puconci;4 sobe;3 osebe;95
Puconci;4 sobe;4 osebe;93
Puconci;4 sobe;5 oseb;54
Puconci;4 sobe;6 oseb;26
Puconci;4 sobe;7 oseb ali veè;17
Puconci;5 sob ali veè;Število oseb -SKUPAJ;450
Puconci;5 sob ali veè;1 oseba;33
Puconci;5 sob ali veè;2 osebi;67
Puconci;5 sob ali veè;3 osebe;72
Puconci;5 sob ali veè;4 osebe;106
Puconci;5 sob ali veè;5 oseb;78
Puconci;5 sob ali veè;6 oseb;59
Puconci;5 sob ali veè;7 oseb ali veè;35
Raèe - Fram;Število sob - SKUPAJ;Število oseb -SKUPAJ;2277
Raèe - Fram;Število sob - SKUPAJ;1 oseba;420
Raèe - Fram;Število sob - SKUPAJ;2 osebi;537
Raèe - Fram;Število sob - SKUPAJ;3 osebe;492
Raèe - Fram;Število sob - SKUPAJ;4 osebe;407
Raèe - Fram;Število sob - SKUPAJ;5 oseb;205
Raèe - Fram;Število sob - SKUPAJ;6 oseb;131
Raèe - Fram;Število sob - SKUPAJ;7 oseb ali veè;85
Raèe - Fram;1 soba;Število oseb -SKUPAJ;118
Raèe - Fram;1 soba;1 oseba;63
Raèe - Fram;1 soba;2 osebi;29
Raèe - Fram;1 soba;3 osebe;9
Raèe - Fram;1 soba;4 osebe;10
Raèe - Fram;1 soba;5 oseb;1
Raèe - Fram;1 soba;6 oseb;4
Raèe - Fram;1 soba;7 oseb ali veè;2
Raèe - Fram;2 sobi;Število oseb -SKUPAJ;471
Raèe - Fram;2 sobi;1 oseba;145
Raèe - Fram;2 sobi;2 osebi;135
Raèe - Fram;2 sobi;3 osebe;92
Raèe - Fram;2 sobi;4 osebe;56
Raèe - Fram;2 sobi;5 oseb;27
Raèe - Fram;2 sobi;6 oseb;6
Raèe - Fram;2 sobi;7 oseb ali veè;10
Raèe - Fram;3 sobe;Število oseb -SKUPAJ;546
Raèe - Fram;3 sobe;1 oseba;118
Raèe - Fram;3 sobe;2 osebi;141
Raèe - Fram;3 sobe;3 osebe;124
Raèe - Fram;3 sobe;4 osebe;88
Raèe - Fram;3 sobe;5 oseb;37
Raèe - Fram;3 sobe;6 oseb;21
Raèe - Fram;3 sobe;7 oseb ali veè;17
Raèe - Fram;4 sobe;Število oseb -SKUPAJ;544
Raèe - Fram;4 sobe;1 oseba;52
Raèe - Fram;4 sobe;2 osebi;135
Raèe - Fram;4 sobe;3 osebe;138
Raèe - Fram;4 sobe;4 osebe;121
Raèe - Fram;4 sobe;5 oseb;52
Raèe - Fram;4 sobe;6 oseb;32
Raèe - Fram;4 sobe;7 oseb ali veè;14
Raèe - Fram;5 sob ali veè;Število oseb -SKUPAJ;598
Raèe - Fram;5 sob ali veè;1 oseba;42
Raèe - Fram;5 sob ali veè;2 osebi;97
Raèe - Fram;5 sob ali veè;3 osebe;129
Raèe - Fram;5 sob ali veè;4 osebe;132
Raèe - Fram;5 sob ali veè;5 oseb;88
Raèe - Fram;5 sob ali veè;6 oseb;68
Raèe - Fram;5 sob ali veè;7 oseb ali veè;42
Radeèe;Število sob - SKUPAJ;Število oseb -SKUPAJ;1466
Radeèe;Število sob - SKUPAJ;1 oseba;355
Radeèe;Število sob - SKUPAJ;2 osebi;347
Radeèe;Število sob - SKUPAJ;3 osebe;322
Radeèe;Število sob - SKUPAJ;4 osebe;199
Radeèe;Število sob - SKUPAJ;5 oseb;104
Radeèe;Število sob - SKUPAJ;6 oseb;95
Radeèe;Število sob - SKUPAJ;7 oseb ali veè;44
Radeèe;1 soba;Število oseb -SKUPAJ;125
Radeèe;1 soba;1 oseba;67
Radeèe;1 soba;2 osebi;31
Radeèe;1 soba;3 osebe;16
Radeèe;1 soba;4 osebe;8
Radeèe;1 soba;5 oseb;2
Radeèe;1 soba;6 oseb;1
Radeèe;1 soba;7 oseb ali veè;0
Radeèe;2 sobi;Število oseb -SKUPAJ;417
Radeèe;2 sobi;1 oseba;128
Radeèe;2 sobi;2 osebi;116
Radeèe;2 sobi;3 osebe;93
Radeèe;2 sobi;4 osebe;48
Radeèe;2 sobi;5 oseb;17
Radeèe;2 sobi;6 oseb;9
Radeèe;2 sobi;7 oseb ali veè;6
Radeèe;3 sobe;Število oseb -SKUPAJ;413
Radeèe;3 sobe;1 oseba;91
Radeèe;3 sobe;2 osebi;111
Radeèe;3 sobe;3 osebe;97
Radeèe;3 sobe;4 osebe;57
Radeèe;3 sobe;5 oseb;24
Radeèe;3 sobe;6 oseb;22
Radeèe;3 sobe;7 oseb ali veè;11
Radeèe;4 sobe;Število oseb -SKUPAJ;230
Radeèe;4 sobe;1 oseba;38
Radeèe;4 sobe;2 osebi;52
Radeèe;4 sobe;3 osebe;59
Radeèe;4 sobe;4 osebe;40
Radeèe;4 sobe;5 oseb;19
Radeèe;4 sobe;6 oseb;16
Radeèe;4 sobe;7 oseb ali veè;6
Radeèe;5 sob ali veè;Število oseb -SKUPAJ;281
Radeèe;5 sob ali veè;1 oseba;31
Radeèe;5 sob ali veè;2 osebi;37
Radeèe;5 sob ali veè;3 osebe;57
Radeèe;5 sob ali veè;4 osebe;46
Radeèe;5 sob ali veè;5 oseb;42
Radeèe;5 sob ali veè;6 oseb;47
Radeèe;5 sob ali veè;7 oseb ali veè;21
Radenci;Število sob - SKUPAJ;Število oseb -SKUPAJ;1690
Radenci;Število sob - SKUPAJ;1 oseba;332
Radenci;Število sob - SKUPAJ;2 osebi;401
Radenci;Število sob - SKUPAJ;3 osebe;410
Radenci;Število sob - SKUPAJ;4 osebe;284
Radenci;Število sob - SKUPAJ;5 oseb;133
Radenci;Število sob - SKUPAJ;6 oseb;85
Radenci;Število sob - SKUPAJ;7 oseb ali veè;45
Radenci;1 soba;Število oseb -SKUPAJ;114
Radenci;1 soba;1 oseba;65
Radenci;1 soba;2 osebi;24
Radenci;1 soba;3 osebe;16
Radenci;1 soba;4 osebe;6
Radenci;1 soba;5 oseb;1
Radenci;1 soba;6 oseb;0
Radenci;1 soba;7 oseb ali veè;2
Radenci;2 sobi;Število oseb -SKUPAJ;285
Radenci;2 sobi;1 oseba;92
Radenci;2 sobi;2 osebi;70
Radenci;2 sobi;3 osebe;58
Radenci;2 sobi;4 osebe;43
Radenci;2 sobi;5 oseb;15
Radenci;2 sobi;6 oseb;4
Radenci;2 sobi;7 oseb ali veè;3
Radenci;3 sobe;Število oseb -SKUPAJ;433
Radenci;3 sobe;1 oseba;90
Radenci;3 sobe;2 osebi;123
Radenci;3 sobe;3 osebe;123
Radenci;3 sobe;4 osebe;59
Radenci;3 sobe;5 oseb;22
Radenci;3 sobe;6 oseb;9
Radenci;3 sobe;7 oseb ali veè;7
Radenci;4 sobe;Število oseb -SKUPAJ;369
Radenci;4 sobe;1 oseba;38
Radenci;4 sobe;2 osebi;90
Radenci;4 sobe;3 osebe;107
Radenci;4 sobe;4 osebe;77
Radenci;4 sobe;5 oseb;29
Radenci;4 sobe;6 oseb;17
Radenci;4 sobe;7 oseb ali veè;11
Radenci;5 sob ali veè;Število oseb -SKUPAJ;489
Radenci;5 sob ali veè;1 oseba;47
Radenci;5 sob ali veè;2 osebi;94
Radenci;5 sob ali veè;3 osebe;106
Radenci;5 sob ali veè;4 osebe;99
Radenci;5 sob ali veè;5 oseb;66
Radenci;5 sob ali veè;6 oseb;55
Radenci;5 sob ali veè;7 oseb ali veè;22
Radlje ob Dravi;Število sob - SKUPAJ;Število oseb -SKUPAJ;1818
Radlje ob Dravi;Število sob - SKUPAJ;1 oseba;305
Radlje ob Dravi;Število sob - SKUPAJ;2 osebi;398
Radlje ob Dravi;Število sob - SKUPAJ;3 osebe;353
Radlje ob Dravi;Število sob - SKUPAJ;4 osebe;316
Radlje ob Dravi;Število sob - SKUPAJ;5 oseb;202
Radlje ob Dravi;Število sob - SKUPAJ;6 oseb;159
Radlje ob Dravi;Število sob - SKUPAJ;7 oseb ali veè;85
Radlje ob Dravi;1 soba;Število oseb -SKUPAJ;161
Radlje ob Dravi;1 soba;1 oseba;77
Radlje ob Dravi;1 soba;2 osebi;44
Radlje ob Dravi;1 soba;3 osebe;23
Radlje ob Dravi;1 soba;4 osebe;8
Radlje ob Dravi;1 soba;5 oseb;4
Radlje ob Dravi;1 soba;6 oseb;3
Radlje ob Dravi;1 soba;7 oseb ali veè;2
Radlje ob Dravi;2 sobi;Število oseb -SKUPAJ;444
Radlje ob Dravi;2 sobi;1 oseba;113
Radlje ob Dravi;2 sobi;2 osebi;129
Radlje ob Dravi;2 sobi;3 osebe;86
Radlje ob Dravi;2 sobi;4 osebe;62
Radlje ob Dravi;2 sobi;5 oseb;30
Radlje ob Dravi;2 sobi;6 oseb;16
Radlje ob Dravi;2 sobi;7 oseb ali veè;8
Radlje ob Dravi;3 sobe;Število oseb -SKUPAJ;366
Radlje ob Dravi;3 sobe;1 oseba;55
Radlje ob Dravi;3 sobe;2 osebi;91
Radlje ob Dravi;3 sobe;3 osebe;77
Radlje ob Dravi;3 sobe;4 osebe;81
Radlje ob Dravi;3 sobe;5 oseb;26
Radlje ob Dravi;3 sobe;6 oseb;25
Radlje ob Dravi;3 sobe;7 oseb ali veè;11
Radlje ob Dravi;4 sobe;Število oseb -SKUPAJ;347
Radlje ob Dravi;4 sobe;1 oseba;43
Radlje ob Dravi;4 sobe;2 osebi;57
Radlje ob Dravi;4 sobe;3 osebe;78
Radlje ob Dravi;4 sobe;4 osebe;72
Radlje ob Dravi;4 sobe;5 oseb;51
Radlje ob Dravi;4 sobe;6 oseb;28
Radlje ob Dravi;4 sobe;7 oseb ali veè;18
Radlje ob Dravi;5 sob ali veè;Število oseb -SKUPAJ;500
Radlje ob Dravi;5 sob ali veè;1 oseba;17
Radlje ob Dravi;5 sob ali veè;2 osebi;77
Radlje ob Dravi;5 sob ali veè;3 osebe;89
Radlje ob Dravi;5 sob ali veè;4 osebe;93
Radlje ob Dravi;5 sob ali veè;5 oseb;91
Radlje ob Dravi;5 sob ali veè;6 oseb;87
Radlje ob Dravi;5 sob ali veè;7 oseb ali veè;46
Radovljica;Število sob - SKUPAJ;Število oseb -SKUPAJ;6120
Radovljica;Število sob - SKUPAJ;1 oseba;1394
Radovljica;Število sob - SKUPAJ;2 osebi;1413
Radovljica;Število sob - SKUPAJ;3 osebe;1171
Radovljica;Število sob - SKUPAJ;4 osebe;1033
Radovljica;Število sob - SKUPAJ;5 oseb;517
Radovljica;Število sob - SKUPAJ;6 oseb;348
Radovljica;Število sob - SKUPAJ;7 oseb ali veè;244
Radovljica;1 soba;Število oseb -SKUPAJ;459
Radovljica;1 soba;1 oseba;257
Radovljica;1 soba;2 osebi;107
Radovljica;1 soba;3 osebe;46
Radovljica;1 soba;4 osebe;27
Radovljica;1 soba;5 oseb;13
Radovljica;1 soba;6 oseb;7
Radovljica;1 soba;7 oseb ali veè;2
Radovljica;2 sobi;Število oseb -SKUPAJ;1161
Radovljica;2 sobi;1 oseba;404
Radovljica;2 sobi;2 osebi;325
Radovljica;2 sobi;3 osebe;225
Radovljica;2 sobi;4 osebe;119
Radovljica;2 sobi;5 oseb;52
Radovljica;2 sobi;6 oseb;23
Radovljica;2 sobi;7 oseb ali veè;13
Radovljica;3 sobe;Število oseb -SKUPAJ;1522
Radovljica;3 sobe;1 oseba;360
Radovljica;3 sobe;2 osebi;436
Radovljica;3 sobe;3 osebe;322
Radovljica;3 sobe;4 osebe;255
Radovljica;3 sobe;5 oseb;82
Radovljica;3 sobe;6 oseb;39
Radovljica;3 sobe;7 oseb ali veè;28
Radovljica;4 sobe;Število oseb -SKUPAJ;1100
Radovljica;4 sobe;1 oseba;186
Radovljica;4 sobe;2 osebi;257
Radovljica;4 sobe;3 osebe;246
Radovljica;4 sobe;4 osebe;230
Radovljica;4 sobe;5 oseb;90
Radovljica;4 sobe;6 oseb;56
Radovljica;4 sobe;7 oseb ali veè;35
Radovljica;5 sob ali veè;Število oseb -SKUPAJ;1878
Radovljica;5 sob ali veè;1 oseba;187
Radovljica;5 sob ali veè;2 osebi;288
Radovljica;5 sob ali veè;3 osebe;332
Radovljica;5 sob ali veè;4 osebe;402
Radovljica;5 sob ali veè;5 oseb;280
Radovljica;5 sob ali veè;6 oseb;223
Radovljica;5 sob ali veè;7 oseb ali veè;166
Ravne na Koroškem;Število sob - SKUPAJ;Število oseb -SKUPAJ;4031
Ravne na Koroškem;Število sob - SKUPAJ;1 oseba;875
Ravne na Koroškem;Število sob - SKUPAJ;2 osebi;1195
Ravne na Koroškem;Število sob - SKUPAJ;3 osebe;826
Ravne na Koroškem;Število sob - SKUPAJ;4 osebe;599
Ravne na Koroškem;Število sob - SKUPAJ;5 oseb;285
Ravne na Koroškem;Število sob - SKUPAJ;6 oseb;165
Ravne na Koroškem;Število sob - SKUPAJ;7 oseb ali veè;86
Ravne na Koroškem;1 soba;Število oseb -SKUPAJ;553
Ravne na Koroškem;1 soba;1 oseba;280
Ravne na Koroškem;1 soba;2 osebi;147
Ravne na Koroškem;1 soba;3 osebe;82
Ravne na Koroškem;1 soba;4 osebe;34
Ravne na Koroškem;1 soba;5 oseb;6
Ravne na Koroškem;1 soba;6 oseb;1
Ravne na Koroškem;1 soba;7 oseb ali veè;3
Ravne na Koroškem;2 sobi;Število oseb -SKUPAJ;1298
Ravne na Koroškem;2 sobi;1 oseba;328
Ravne na Koroškem;2 sobi;2 osebi;457
Ravne na Koroškem;2 sobi;3 osebe;294
Ravne na Koroškem;2 sobi;4 osebe;158
Ravne na Koroškem;2 sobi;5 oseb;41
Ravne na Koroškem;2 sobi;6 oseb;12
Ravne na Koroškem;2 sobi;7 oseb ali veè;8
Ravne na Koroškem;3 sobe;Število oseb -SKUPAJ;905
Ravne na Koroškem;3 sobe;1 oseba;154
Ravne na Koroškem;3 sobe;2 osebi;313
Ravne na Koroškem;3 sobe;3 osebe;210
Ravne na Koroškem;3 sobe;4 osebe;152
Ravne na Koroškem;3 sobe;5 oseb;51
Ravne na Koroškem;3 sobe;6 oseb;18
Ravne na Koroškem;3 sobe;7 oseb ali veè;7
Ravne na Koroškem;4 sobe;Število oseb -SKUPAJ;489
Ravne na Koroškem;4 sobe;1 oseba;60
Ravne na Koroškem;4 sobe;2 osebi;122
Ravne na Koroškem;4 sobe;3 osebe;101
Ravne na Koroškem;4 sobe;4 osebe;115
Ravne na Koroškem;4 sobe;5 oseb;48
Ravne na Koroškem;4 sobe;6 oseb;28
Ravne na Koroškem;4 sobe;7 oseb ali veè;15
Ravne na Koroškem;5 sob ali veè;Število oseb -SKUPAJ;786
Ravne na Koroškem;5 sob ali veè;1 oseba;53
Ravne na Koroškem;5 sob ali veè;2 osebi;156
Ravne na Koroškem;5 sob ali veè;3 osebe;139
Ravne na Koroškem;5 sob ali veè;4 osebe;140
Ravne na Koroškem;5 sob ali veè;5 oseb;139
Ravne na Koroškem;5 sob ali veè;6 oseb;106
Ravne na Koroškem;5 sob ali veè;7 oseb ali veè;53
Razkrižje;Število sob - SKUPAJ;Število oseb -SKUPAJ;374
Razkrižje;Število sob - SKUPAJ;1 oseba;55
Razkrižje;Število sob - SKUPAJ;2 osebi;68
Razkrižje;Število sob - SKUPAJ;3 osebe;96
Razkrižje;Število sob - SKUPAJ;4 osebe;66
Razkrižje;Število sob - SKUPAJ;5 oseb;40
Razkrižje;Število sob - SKUPAJ;6 oseb;22
Razkrižje;Število sob - SKUPAJ;7 oseb ali veè;27
Razkrižje;1 soba;Število oseb -SKUPAJ;20
Razkrižje;1 soba;1 oseba;11
Razkrižje;1 soba;2 osebi;2
Razkrižje;1 soba;3 osebe;2
Razkrižje;1 soba;4 osebe;4
Razkrižje;1 soba;5 oseb;1
Razkrižje;1 soba;6 oseb;0
Razkrižje;1 soba;7 oseb ali veè;0
Razkrižje;2 sobi;Število oseb -SKUPAJ;83
Razkrižje;2 sobi;1 oseba;15
Razkrižje;2 sobi;2 osebi;23
Razkrižje;2 sobi;3 osebe;22
Razkrižje;2 sobi;4 osebe;9
Razkrižje;2 sobi;5 oseb;8
Razkrižje;2 sobi;6 oseb;3
Razkrižje;2 sobi;7 oseb ali veè;3
Razkrižje;3 sobe;Število oseb -SKUPAJ;131
Razkrižje;3 sobe;1 oseba;18
Razkrižje;3 sobe;2 osebi;23
Razkrižje;3 sobe;3 osebe;38
Razkrižje;3 sobe;4 osebe;25
Razkrižje;3 sobe;5 oseb;14
Razkrižje;3 sobe;6 oseb;5
Razkrižje;3 sobe;7 oseb ali veè;8
Razkrižje;4 sobe;Število oseb -SKUPAJ;73
Razkrižje;4 sobe;1 oseba;7
Razkrižje;4 sobe;2 osebi;9
Razkrižje;4 sobe;3 osebe;20
Razkrižje;4 sobe;4 osebe;9
Razkrižje;4 sobe;5 oseb;11
Razkrižje;4 sobe;6 oseb;7
Razkrižje;4 sobe;7 oseb ali veè;10
Razkrižje;5 sob ali veè;Število oseb -SKUPAJ;67
Razkrižje;5 sob ali veè;1 oseba;4
Razkrižje;5 sob ali veè;2 osebi;11
Razkrižje;5 sob ali veè;3 osebe;14
Razkrižje;5 sob ali veè;4 osebe;19
Razkrižje;5 sob ali veè;5 oseb;6
Razkrižje;5 sob ali veè;6 oseb;7
Razkrižje;5 sob ali veè;7 oseb ali veè;6
Reèica ob Savinji;Število sob - SKUPAJ;Število oseb -SKUPAJ;655
Reèica ob Savinji;Število sob - SKUPAJ;1 oseba;115
Reèica ob Savinji;Število sob - SKUPAJ;2 osebi;116
Reèica ob Savinji;Število sob - SKUPAJ;3 osebe;116
Reèica ob Savinji;Število sob - SKUPAJ;4 osebe;112
Reèica ob Savinji;Število sob - SKUPAJ;5 oseb;80
Reèica ob Savinji;Število sob - SKUPAJ;6 oseb;61
Reèica ob Savinji;Število sob - SKUPAJ;7 oseb ali veè;55
Reèica ob Savinji;1 soba;Število oseb -SKUPAJ;26
Reèica ob Savinji;1 soba;1 oseba;13
Reèica ob Savinji;1 soba;2 osebi;7
Reèica ob Savinji;1 soba;3 osebe;2
Reèica ob Savinji;1 soba;4 osebe;2
Reèica ob Savinji;1 soba;5 oseb;2
Reèica ob Savinji;1 soba;6 oseb;0
Reèica ob Savinji;1 soba;7 oseb ali veè;0
Reèica ob Savinji;2 sobi;Število oseb -SKUPAJ;113
Reèica ob Savinji;2 sobi;1 oseba;35
Reèica ob Savinji;2 sobi;2 osebi;32
Reèica ob Savinji;2 sobi;3 osebe;14
Reèica ob Savinji;2 sobi;4 osebe;13
Reèica ob Savinji;2 sobi;5 oseb;9
Reèica ob Savinji;2 sobi;6 oseb;5
Reèica ob Savinji;2 sobi;7 oseb ali veè;5
Reèica ob Savinji;3 sobe;Število oseb -SKUPAJ;158
Reèica ob Savinji;3 sobe;1 oseba;35
Reèica ob Savinji;3 sobe;2 osebi;32
Reèica ob Savinji;3 sobe;3 osebe;34
Reèica ob Savinji;3 sobe;4 osebe;29
Reèica ob Savinji;3 sobe;5 oseb;12
Reèica ob Savinji;3 sobe;6 oseb;8
Reèica ob Savinji;3 sobe;7 oseb ali veè;8
Reèica ob Savinji;4 sobe;Število oseb -SKUPAJ;119
Reèica ob Savinji;4 sobe;1 oseba;15
Reèica ob Savinji;4 sobe;2 osebi;23
Reèica ob Savinji;4 sobe;3 osebe;25
Reèica ob Savinji;4 sobe;4 osebe;21
Reèica ob Savinji;4 sobe;5 oseb;16
Reèica ob Savinji;4 sobe;6 oseb;10
Reèica ob Savinji;4 sobe;7 oseb ali veè;9
Reèica ob Savinji;5 sob ali veè;Število oseb -SKUPAJ;239
Reèica ob Savinji;5 sob ali veè;1 oseba;17
Reèica ob Savinji;5 sob ali veè;2 osebi;22
Reèica ob Savinji;5 sob ali veè;3 osebe;41
Reèica ob Savinji;5 sob ali veè;4 osebe;47
Reèica ob Savinji;5 sob ali veè;5 oseb;41
Reèica ob Savinji;5 sob ali veè;6 oseb;38
Reèica ob Savinji;5 sob ali veè;7 oseb ali veè;33
Renèe - Vogrsko;Število sob - SKUPAJ;Število oseb -SKUPAJ;1297
Renèe - Vogrsko;Število sob - SKUPAJ;1 oseba;223
Renèe - Vogrsko;Število sob - SKUPAJ;2 osebi;294
Renèe - Vogrsko;Število sob - SKUPAJ;3 osebe;256
Renèe - Vogrsko;Število sob - SKUPAJ;4 osebe;255
Renèe - Vogrsko;Število sob - SKUPAJ;5 oseb;123
Renèe - Vogrsko;Število sob - SKUPAJ;6 oseb;85
Renèe - Vogrsko;Število sob - SKUPAJ;7 oseb ali veè;61
Renèe - Vogrsko;1 soba;Število oseb -SKUPAJ;26
Renèe - Vogrsko;1 soba;1 oseba;11
Renèe - Vogrsko;1 soba;2 osebi;8
Renèe - Vogrsko;1 soba;3 osebe;3
Renèe - Vogrsko;1 soba;4 osebe;2
Renèe - Vogrsko;1 soba;5 oseb;1
Renèe - Vogrsko;1 soba;6 oseb;1
Renèe - Vogrsko;1 soba;7 oseb ali veè;0
Renèe - Vogrsko;2 sobi;Število oseb -SKUPAJ;142
Renèe - Vogrsko;2 sobi;1 oseba;39
Renèe - Vogrsko;2 sobi;2 osebi;37
Renèe - Vogrsko;2 sobi;3 osebe;31
Renèe - Vogrsko;2 sobi;4 osebe;16
Renèe - Vogrsko;2 sobi;5 oseb;9
Renèe - Vogrsko;2 sobi;6 oseb;7
Renèe - Vogrsko;2 sobi;7 oseb ali veè;3
Renèe - Vogrsko;3 sobe;Število oseb -SKUPAJ;384
Renèe - Vogrsko;3 sobe;1 oseba;71
Renèe - Vogrsko;3 sobe;2 osebi;108
Renèe - Vogrsko;3 sobe;3 osebe;77
Renèe - Vogrsko;3 sobe;4 osebe;69
Renèe - Vogrsko;3 sobe;5 oseb;27
Renèe - Vogrsko;3 sobe;6 oseb;19
Renèe - Vogrsko;3 sobe;7 oseb ali veè;13
Renèe - Vogrsko;4 sobe;Število oseb -SKUPAJ;388
Renèe - Vogrsko;4 sobe;1 oseba;59
Renèe - Vogrsko;4 sobe;2 osebi;82
Renèe - Vogrsko;4 sobe;3 osebe;83
Renèe - Vogrsko;4 sobe;4 osebe;88
Renèe - Vogrsko;4 sobe;5 oseb;37
Renèe - Vogrsko;4 sobe;6 oseb;26
Renèe - Vogrsko;4 sobe;7 oseb ali veè;13
Renèe - Vogrsko;5 sob ali veè;Število oseb -SKUPAJ;357
Renèe - Vogrsko;5 sob ali veè;1 oseba;43
